id;listing_url;name;host_id;host_name;host_is_superhost;neighbourhood_cleansed;property_type;room_type;bathrooms_text;bedrooms;beds;amenities;price;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;reviews_per_month;Random
33730236;https://www.airbnb.com/rooms/33730236;TWENTY EIGHT - Our fully equipped Studio apartment offer an own kitchen, comfortable beds, a beautiful living room;249828335;Sophie;t;Zuid;Private room in serviced apartment;Private room;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Room-darkening shades"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Hair dryer"", ""TV"", ""Heating"", ""Changing table"", ""Gym"", ""Smoke alarm"", ""Elevator""]";139.0;6;2019-04-20;2020-01-14;100;10.0;10.0;10.0;10.0;10.0;10.0;0.3;0
33741430;https://www.airbnb.com/rooms/33741430;Casa Das Bloemen - Single Room;22801919;Gabrielle;f;Oud-Oost;Private room in apartment;Private room;1 shared bath;1.0;1.0;"[""Microwave"", ""Single level home"", ""Private living room"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";90.0;2;2019-05-20;2020-02-14;100;10.0;10.0;9.0;9.0;10.0;9.0;0.1;0
33822027;https://www.airbnb.com/rooms/33822027;Spacious & stylish loft in Amsterdam West;255355509;Berk;f;Bos en Lommer;Entire apartment;Entire home/apt;1 bath;1.0;0.0;"[""Wifi"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";799.0;2;2019-04-22;2019-07-07;100;10.0;9.0;10.0;10.0;9.0;10.0;0.1;0
33868015;https://www.airbnb.com/rooms/33868015;Lovely appartment in De Pijp;8705160;Joke;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Bathtub"", ""Essentials"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""TV"", ""Heating"", ""Smoke alarm""]";100.0;4;2019-06-02;2019-08-12;90;10.0;9.0;9.0;10.0;10.0;9.0;0.21;0
33875782;https://www.airbnb.com/rooms/33875782;Sustainable family home free parking/bicycles;6099896;Thijs;t;Noord-West;Entire townhouse;Entire home/apt;2 baths;3.0;1.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""First aid kit"", ""Outlet covers"", ""Bread maker"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Oven"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Babysitter recommendations"", ""Cable TV"", ""TV"", ""Free street parking"", ""Baby monitor"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Crib"", ""Fire extinguisher"", ""Bathtub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Ethernet connection"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Room-darkening shades"", ""Dishwasher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Extra pillows and blankets"", ""Hair dryer"", ""Changing table"", ""Heating"", ""Waterfront"", ""Washer""]";78.0;10;2019-04-29;2020-07-31;96;10.0;9.0;10.0;10.0;10.0;9.0;0.5;0
33904432;https://www.airbnb.com/rooms/33904432;HOUSEBOAT private + kitchen museumsquare Amsterdam;256030214;Henk;f;De Baarsjes - Oud-West;Houseboat;Entire home/apt;1.5 baths;2.0;2.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Carbon monoxide alarm"", ""Single level home"", ""First aid kit"", ""Baking sheet"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Oven"", ""Private entrance"", ""Babysitter recommendations"", ""Cable TV"", ""TV"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Waterfront"", ""Washer""]";350.0;10;2019-04-28;2019-11-07;94;9.0;10.0;10.0;9.0;10.0;8.0;0.5;0
33952484;https://www.airbnb.com/rooms/33952484;Beautiful entire home & big garden in green area;7857112;Meike;f;Noord-West;Entire house;Entire home/apt;1 bath;2.0;2.0;"[""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""First aid kit"", ""Smoke alarm"", ""High chair"", ""Private entrance"", ""TV"", ""Wifi"", ""Hot water"", ""Hangers"", ""Crib"", ""Shampoo"", ""Luggage dropoff allowed"", ""Kitchen"", ""Iron"", ""Long term stays allowed"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Waterfront"", ""Washer""]";112.0;6;2019-04-17;2019-06-11;100;10.0;8.0;10.0;10.0;10.0;10.0;0.3;0
33986110;https://www.airbnb.com/rooms/33986110;Private studio in the citycenter and yet quiet;256615763;Thomas;t;Centrum-Oost;Private room in bed and breakfast;Private room;1 private bath;1.0;1.0;"[""Microwave"", ""Lock on bedroom door"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Kitchen"", ""Iron"", ""Nespresso machine"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";78.0;66;2019-04-21;2020-10-19;99;10.0;10.0;10.0;10.0;10.0;10.0;3.28;0
34011933;https://www.airbnb.com/rooms/34011933;Spacious house with sunny garden in Amsterdam;255939169;Marjolein;f;Bos en Lommer;Entire house;Entire home/apt;1 bath;2.0;3.0;"[""Microwave"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Private entrance"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating""]";199.0;7;2019-06-02;2019-10-28;100;10.0;10.0;10.0;10.0;9.0;8.0;0.37;0
34053070;https://www.airbnb.com/rooms/34053070;Borneo Beach in het Oostelijk Havengebied;254572671;Annette;t;Oostelijk Havengebied - Indische Buurt;Private room in apartment;Private room;1 private bath;1.0;1.0;"[""Barbecue utensils"", ""Lock on bedroom door"", ""Private living room"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Patio or balcony"", ""Private entrance"", ""BBQ grill"", ""Pool"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Iron"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Waterfront""]";95.0;29;2019-05-01;2020-08-17;100;10.0;10.0;10.0;10.0;10.0;10.0;1.47;0
34060273;https://www.airbnb.com/rooms/34060273;Sunny room with Amsterdam canal view;14672429;Eliza;f;Centrum-West;Private room in bed and breakfast;Private room;1 shared bath;2.0;2.0;"[""Wifi"", ""Iron"", ""Private entrance"", ""Hangers"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Shampoo"", ""Dedicated workspace"", ""Private living room"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Breakfast""]";250.0;8;2019-05-05;2019-11-10;97;10.0;9.0;10.0;10.0;10.0;9.0;0.41;0
34070600;https://www.airbnb.com/rooms/34070600;Old Family House 1889 6 per 3 gardens 2 fireplaces;67862871;Edward;f;Oud-Noord;Entire house;Entire home/apt;1.5 baths;4.0;4.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Game console"", ""High chair"", ""Oven"", ""Patio or balcony"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Babysitter recommendations"", ""Window guards"", ""BBQ grill"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Long term stays allowed"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";450.0;5;2019-07-22;2019-08-25;92;9.0;8.0;10.0;10.0;9.0;9.0;0.29;0
34075200;https://www.airbnb.com/rooms/34075200;Spacious, Beautiful room in Stunning Apartment;11121185;Merel;f;Centrum-Oost;Private room in apartment;Private room;1 shared bath;1.0;1.0;"[""Wifi"", ""Hangers"", ""Fire extinguisher"", ""Dedicated workspace"", ""Essentials"", ""First aid kit"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Smoke alarm""]";89.0;2;2019-05-19;2019-05-27;90;10.0;10.0;10.0;9.0;10.0;10.0;0.1;0
34087520;https://www.airbnb.com/rooms/34087520;Canal view apartment with a charming location!;142205470;Tanju;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Paid parking on premises"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Shampoo"", ""Luggage dropoff allowed"", ""Kitchen"", ""Ethernet connection"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";140.0;7;2019-04-27;2020-08-07;97;9.0;9.0;10.0;10.0;10.0;9.0;0.35;0
34087777;https://www.airbnb.com/rooms/34087777;Rinsie’s two bedroom condo comfy & tidy;13142543;Ramon & Rinske;t;Zuid;Room in bed and breakfast;Hotel room;1 bath;2.0;2.0;"[""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Coffee maker"", ""Shampoo"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Iron"", ""Room-darkening shades"", ""Dishwasher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating""]";159.0;75;2019-06-02;2020-09-14;98;10.0;10.0;10.0;10.0;10.0;9.0;4.01;0
34105678;https://www.airbnb.com/rooms/34105678;Luxury design apartment Oud West / Center;2371025;Suzanne;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;3.0;2.0;"[""Wifi"", ""Iron"", ""Private entrance"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";495.0;1;2019-06-17;2019-06-17;100;10.0;10.0;10.0;10.0;10.0;10.0;0.06;0
34110047;https://www.airbnb.com/rooms/34110047;Apartment close to Vondelpark and city centre;30770736;Denise;t;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Hot water"", ""Carbon monoxide alarm"", ""Essentials"", ""Kitchen"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";230.0;10;2019-07-28;2019-11-17;98;10.0;10.0;10.0;10.0;10.0;9.0;0.59;0
34152615;https://www.airbnb.com/rooms/34152615;Entire Houseboat;12782398;Hein;f;De Pijp - Rivierenbuurt;Houseboat;Entire home/apt;1 bath;2.0;4.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Private entrance"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Kitchen"", ""Ethernet connection"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Waterfront"", ""Washer""]";120.0;25;2019-05-27;2020-11-11;100;10.0;10.0;10.0;10.0;10.0;10.0;1.32;0
34175234;https://www.airbnb.com/rooms/34175234;Quiet house in upcoming Amsterdam-Noord;27481927;Santi;f;Noord-West;Entire townhouse;Entire home/apt;1 bath;1.0;1.0;"[""Microwave"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""Free street parking"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Coffee maker"", ""Shower gel"", ""Bathtub"", ""Kitchen"", ""Ethernet connection"", ""Cooking basics"", ""Garden or backyard"", ""Dishwasher"", ""Dedicated workspace"", ""Essentials"", ""Bed linens"", ""Heating"", ""Washer""]";89.0;6;2019-05-12;2020-03-17;97;10.0;9.0;10.0;10.0;9.0;10.0;0.31;0
34212035;https://www.airbnb.com/rooms/34212035;Lovely apartment in the city center of Amsterdam;34767348;Loes;t;Centrum-Oost;Entire apartment;Entire home/apt;2 baths;2.0;2.0;"[""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";250.0;1;2019-12-03;2019-12-03;100;10.0;10.0;10.0;10.0;10.0;10.0;0.08;0
34220897;https://www.airbnb.com/rooms/34220897;GREAT PLACE NEAR VONDELPARK;1464510;Wendy And Bram;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Carbon monoxide alarm"", ""Outlet covers"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Iron"", ""Dishwasher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";240.0;3;2019-05-22;2019-10-14;93;10.0;10.0;10.0;10.0;10.0;10.0;0.16;0
34227246;https://www.airbnb.com/rooms/34227246;(#2) Superb Guest room & Balcony (Long-term only);25652637;David De Jong;t;De Baarsjes - Oud-West;Private room in apartment;Private room;1 shared bath;1.0;2.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Shampoo"", ""Dedicated workspace"", ""Essentials"", ""First aid kit"", ""Hair dryer"", ""Heating"", ""Washer"", ""Smoke alarm""]";106.0;1;2019-05-19;2019-05-19;100;10.0;10.0;10.0;10.0;10.0;10.0;0.05;0
34242751;https://www.airbnb.com/rooms/34242751;spacious & sunny family house;236139470;Maarten;f;IJburg - Zeeburgereiland;Entire house;Entire home/apt;3 baths;3.0;3.0;"[""Wifi"", ""Garden or backyard"", ""Iron"", ""Microwave"", ""Coffee maker"", ""Private entrance"", ""Hangers"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Dishes and silverware"", ""Hair dryer"", ""TV"", ""Heating"", ""Refrigerator"", ""Washer"", ""First aid kit"", ""Smoke alarm""]";250.0;4;2019-07-21;2020-01-02;100;10.0;10.0;10.0;10.0;10.0;10.0;0.23;0
34265095;https://www.airbnb.com/rooms/34265095;Bright cozy apartment in beautiful Amsterdam South;44156108;Noortje;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1.5 baths;1.0;1.0;"[""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Dishwasher"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Heating"", ""Washer""]";75.0;4;2019-05-24;2020-08-13;100;10.0;10.0;10.0;10.0;10.0;9.0;0.21;0
34302590;https://www.airbnb.com/rooms/34302590;Cosy Apartment in City Center with Roofterrace;40312891;Philippe;t;Westerpark;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";200.0;16;2019-05-06;2019-12-08;100;10.0;10.0;10.0;10.0;10.0;9.0;0.82;0
34334547;https://www.airbnb.com/rooms/34334547;Large & stylish house in the Museum quarter;29333311;Nicoline;f;Zuid;Entire townhouse;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Iron"", ""Private entrance"", ""Hangers"", ""Shampoo"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";260.0;3;2019-05-24;2019-08-05;100;10.0;9.0;10.0;10.0;9.0;10.0;0.16;0
34337410;https://www.airbnb.com/rooms/34337410;Cosy & Bright Apartment in De Pijp;21844482;Ambra;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating""]";65.0;2;2019-06-29;2019-10-06;100;10.0;10.0;10.0;10.0;10.0;10.0;0.11;0
34338235;https://www.airbnb.com/rooms/34338235;Spacious and relaxed 2 floor apartment near centre;23711081;Mijke;f;Bos en Lommer;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Paid parking on premises"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Baby bath"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Bathtub"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Changing table"", ""Heating"", ""Washer""]";175.0;6;2019-05-29;2019-10-20;100;10.0;10.0;10.0;10.0;10.0;10.0;0.32;0
34349950;https://www.airbnb.com/rooms/34349950;1 Canal View Studio 2nd Floor;2028878;James;f;Centrum-West;Entire townhouse;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Room-darkening shades"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Paid parking off premises"", ""Essentials"", ""Cable TV"", ""Bed linens"", ""Hair dryer"", ""TV"", ""Heating"", ""Cooking basics"", ""Refrigerator"", ""Smoke alarm""]";79.0;15;2019-08-21;2020-08-14;95;10.0;10.0;10.0;10.0;10.0;9.0;0.94;0
34357624;https://www.airbnb.com/rooms/34357624;Spacious waterfront villa, city centre 15 minutes;2322318;Liza;t;IJburg - Zeeburgereiland;Entire house;Entire home/apt;2.5 baths;3.0;3.0;"[""Microwave"", ""Free parking on premises"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""Cable TV"", ""BBQ grill"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Bathtub"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace"", ""Lockbox"", ""Garden or backyard"", ""Iron"", ""EV charger"", ""Dishwasher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Fireplace guards"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Waterfront"", ""Washer""]";325.0;7;2019-07-25;2020-07-30;97;10.0;9.0;10.0;10.0;9.0;9.0;0.41;0
34366961;https://www.airbnb.com/rooms/34366961;Ruime kamer in amsterdam centrum;181283006;Ella;f;De Baarsjes - Oud-West;Private room in apartment;Private room;1 shared bath;1.0;3.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Lock on bedroom door"", ""Refrigerator"", ""Dishes and silverware"", ""High chair"", ""TV"", ""Building staff"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating""]";94.0;51;2019-05-04;2020-10-11;80;8.0;8.0;9.0;9.0;10.0;8.0;2.59;0
34379462;https://www.airbnb.com/rooms/34379462;A bright apartment in the middle of the Pijp!;259550682;Martijn;t;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Baking sheet"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Private entrance"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";139.0;7;2019-05-20;2020-01-26;97;10.0;10.0;10.0;10.0;10.0;9.0;0.37;0
34382716;https://www.airbnb.com/rooms/34382716;★ Rooftop Couples Paradise ★;3825472;Jimmy;t;Oud-Oost;Entire apartment;Entire home/apt;1.5 baths;1.0;1.0;"[""Microwave"", ""Baking sheet"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating""]";125.0;4;2019-06-10;2019-12-22;100;10.0;10.0;10.0;10.0;10.0;10.0;0.22;0
34383008;https://www.airbnb.com/rooms/34383008;Luxury canal side apartment in lively Oud-West;12443058;Mark;t;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Microwave"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Hot tub"", ""Smoke alarm"", ""Private entrance"", ""TV"", ""Wifi"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Host greets you"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";180.0;16;2019-05-19;2020-06-27;100;10.0;10.0;10.0;10.0;10.0;10.0;0.83;0
34386174;https://www.airbnb.com/rooms/34386174;Romantic private studio | Canal, Centre, 9 streets;259584738;Laurence;t;Centrum-West;Private room in bed and breakfast;Private room;1 private bath;;1.0;"[""Wifi"", ""Iron"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Shampoo"", ""Dedicated workspace"", ""Essentials"", ""Cable TV"", ""Bed linens"", ""Hair dryer"", ""TV"", ""Heating"", ""Refrigerator"", ""Smoke alarm""]";69.0;41;2019-05-21;2020-09-13;95;10.0;9.0;10.0;9.0;10.0;9.0;2.15;0
34408771;https://www.airbnb.com/rooms/34408771;Wooden House;12782398;Hein;f;Watergraafsmeer;Tiny house;Entire home/apt;1 bath;;1.0;"[""Microwave"", ""Single level home"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Private entrance"", ""Free street parking"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Lockbox"", ""Garden or backyard"", ""Dedicated workspace"", ""Essentials"", ""Bed linens"", ""Heating"", ""Waterfront""]";74.0;20;2019-05-08;2020-09-17;91;10.0;9.0;10.0;10.0;9.0;9.0;1.02;0
34416490;https://www.airbnb.com/rooms/34416490;Comfortable cosy room with garden access;258131412;Jan;f;De Baarsjes - Oud-West;Private room in apartment;Private room;2.5 shared baths;1.0;1.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Dryer"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Hair dryer"", ""Heating"", ""Washer"", ""Smoke alarm""]";80.0;14;2019-05-05;2019-08-14;86;9.0;9.0;10.0;7.0;9.0;8.0;0.71;0
34434183;https://www.airbnb.com/rooms/34434183;Lovely romantic apartment with great location;18461554;Thijs;f;Westerpark;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Private entrance"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";150.0;4;2019-05-28;2019-09-28;95;10.0;9.0;10.0;10.0;10.0;10.0;0.21;0
34443162;https://www.airbnb.com/rooms/34443162;Bright, renovated apartment in West;6934513;Charlotte;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Hot water"", ""Private entrance"", ""Hangers"", ""Host greets you"", ""Shampoo"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";106.0;1;2019-11-10;2019-11-10;100;10.0;10.0;10.0;10.0;10.0;10.0;0.08;0
